,category_name,file_path
18388,158.penguin,256_ObjectCategories/158.penguin/158_0049.jpg
29678,256.toad,256_ObjectCategories/256.toad/256_0007.jpg
19372,167.pyramid,256_ObjectCategories/167.pyramid/167_0027.jpg
22840,201.starfish-101,256_ObjectCategories/201.starfish-101/201_0018.jpg
546,005.baseball-glove,256_ObjectCategories/005.baseball-glove/005_0074.jpg
20078,174.rotary-phone,256_ObjectCategories/174.rotary-phone/174_0024.jpg
26285,233.tuning-fork,256_ObjectCategories/233.tuning-fork/233_0001.jpg
8489,079.frisbee,256_ObjectCategories/079.frisbee/079_0035.jpg
10869,099.harpsichord,256_ObjectCategories/099.harpsichord/099_0068.jpg
5442,048.conch,256_ObjectCategories/048.conch/048_0041.jpg
25523,227.treadmill,256_ObjectCategories/227.treadmill/227_0140.jpg
19198,165.pram,256_ObjectCategories/165.pram/165_0033.jpg
30264,257.clutter,256_ObjectCategories/257.clutter/257_0485.jpg
183,002.american-flag,256_ObjectCategories/002.american-flag/002_0086.jpg
9226,087.goldfish,256_ObjectCategories/087.goldfish/087_0010.jpg
1074,009.bear,256_ObjectCategories/009.bear/009_0026.jpg
9955,092.grapes,256_ObjectCategories/092.grapes/092_0131.jpg
14552,131.lightbulb,256_ObjectCategories/131.lightbulb/131_0083.jpg
5287,046.computer-monitor,256_ObjectCategories/046.computer-monitor/046_0113.jpg
6194,055.dice,256_ObjectCategories/055.dice/055_0088.jpg
25062,223.top-hat,256_ObjectCategories/223.top-hat/223_0058.jpg
840,008.bathtub,256_ObjectCategories/008.bathtub/008_0024.jpg
2516,020.brain-101,256_ObjectCategories/020.brain-101/020_0052.jpg
13166,120.joy-stick,256_ObjectCategories/120.joy-stick/120_0071.jpg
1508,011.billiards,256_ObjectCategories/011.billiards/011_0264.jpg
12228,111.house-fly,256_ObjectCategories/111.house-fly/111_0048.jpg
171,002.american-flag,256_ObjectCategories/002.american-flag/002_0074.jpg
25889,231.tripod,256_ObjectCategories/231.tripod/231_0075.jpg
2121,016.boom-box,256_ObjectCategories/016.boom-box/016_0077.jpg
22533,198.spider,256_ObjectCategories/198.spider/198_0024.jpg
16410,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0259.jpg
19620,169.radio-telescope,256_ObjectCategories/169.radio-telescope/169_0049.jpg
6589,060.duck,256_ObjectCategories/060.duck/060_0001.jpg
16407,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0256.jpg
24681,219.theodolite,256_ObjectCategories/219.theodolite/219_0049.jpg
18677,159.people,256_ObjectCategories/159.people/159_0189.jpg
5638,050.covered-wagon,256_ObjectCategories/050.covered-wagon/050_0028.jpg
2804,023.bulldozer,256_ObjectCategories/023.bulldozer/023_0018.jpg
28063,250.zebra,256_ObjectCategories/250.zebra/250_0037.jpg
26094,232.t-shirt,256_ObjectCategories/232.t-shirt/232_0168.jpg
26829,238.video-projector,256_ObjectCategories/238.video-projector/238_0022.jpg
1496,011.billiards,256_ObjectCategories/011.billiards/011_0252.jpg
14638,132.light-house,256_ObjectCategories/132.light-house/132_0077.jpg
10475,096.hammock,256_ObjectCategories/096.hammock/096_0148.jpg
9,001.ak47,256_ObjectCategories/001.ak47/001_0010.jpg
8302,077.french-horn,256_ObjectCategories/077.french-horn/077_0030.jpg
29861,257.clutter,256_ObjectCategories/257.clutter/257_0082.jpg
22214,194.socks,256_ObjectCategories/194.socks/194_0108.jpg
4719,041.coffee-mug,256_ObjectCategories/041.coffee-mug/041_0049.jpg
22192,194.socks,256_ObjectCategories/194.socks/194_0086.jpg
2271,018.bowling-pin,256_ObjectCategories/018.bowling-pin/018_0032.jpg
10258,095.hamburger,256_ObjectCategories/095.hamburger/095_0017.jpg
19542,168.raccoon,256_ObjectCategories/168.raccoon/168_0111.jpg
12399,113.hummingbird,256_ObjectCategories/113.hummingbird/113_0051.jpg
14784,133.lightning,256_ObjectCategories/133.lightning/133_0033.jpg
20892,182.self-propelled-lawn-mower,256_ObjectCategories/182.self-propelled-lawn-mower/182_0085.jpg
5743,051.cowboy-hat,256_ObjectCategories/051.cowboy-hat/051_0036.jpg
24033,213.teddy-bear,256_ObjectCategories/213.teddy-bear/213_0009.jpg
6892,063.electric-guitar-101,256_ObjectCategories/063.electric-guitar-101/063_0032.jpg
13160,120.joy-stick,256_ObjectCategories/120.joy-stick/120_0065.jpg
8808,082.galaxy,256_ObjectCategories/082.galaxy/082_0044.jpg
19782,171.refrigerator,256_ObjectCategories/171.refrigerator/171_0017.jpg
10662,097.harmonica,256_ObjectCategories/097.harmonica/097_0050.jpg
21323,187.skyscraper,256_ObjectCategories/187.skyscraper/187_0028.jpg
29172,253.faces-easy-101,256_ObjectCategories/253.faces-easy-101/253_0134.jpg
25332,226.traffic-light,256_ObjectCategories/226.traffic-light/226_0048.jpg
3245,027.calculator,256_ObjectCategories/027.calculator/027_0017.jpg
15760,141.microscope,256_ObjectCategories/141.microscope/141_0045.jpg
14709,132.light-house,256_ObjectCategories/132.light-house/132_0148.jpg
9271,087.goldfish,256_ObjectCategories/087.goldfish/087_0055.jpg
8605,080.frog,256_ObjectCategories/080.frog/080_0052.jpg
8391,078.fried-egg,256_ObjectCategories/078.fried-egg/078_0027.jpg
1615,012.binoculars,256_ObjectCategories/012.binoculars/012_0093.jpg
4734,041.coffee-mug,256_ObjectCategories/041.coffee-mug/041_0064.jpg
27584,245.windmill,256_ObjectCategories/245.windmill/245_0026.jpg
17249,148.mussels,256_ObjectCategories/148.mussels/148_0016.jpg
10498,096.hammock,256_ObjectCategories/096.hammock/096_0171.jpg
1042,008.bathtub,256_ObjectCategories/008.bathtub/008_0226.jpg
14559,131.lightbulb,256_ObjectCategories/131.lightbulb/131_0090.jpg
18453,158.penguin,256_ObjectCategories/158.penguin/158_0114.jpg
5921,053.desk-globe,256_ObjectCategories/053.desk-globe/053_0015.jpg
9231,087.goldfish,256_ObjectCategories/087.goldfish/087_0015.jpg
17018,146.mountain-bike,256_ObjectCategories/146.mountain-bike/146_0069.jpg
20232,176.saddle,256_ObjectCategories/176.saddle/176_0011.jpg
24144,214.teepee,256_ObjectCategories/214.teepee/214_0019.jpg
10336,096.hammock,256_ObjectCategories/096.hammock/096_0009.jpg
10351,096.hammock,256_ObjectCategories/096.hammock/096_0024.jpg
20273,176.saddle,256_ObjectCategories/176.saddle/176_0052.jpg
26447,234.tweezer,256_ObjectCategories/234.tweezer/234_0063.jpg
9385,088.golf-ball,256_ObjectCategories/088.golf-ball/088_0076.jpg
8783,082.galaxy,256_ObjectCategories/082.galaxy/082_0019.jpg
5435,048.conch,256_ObjectCategories/048.conch/048_0034.jpg
19842,171.refrigerator,256_ObjectCategories/171.refrigerator/171_0077.jpg
3446,029.cannon,256_ObjectCategories/029.cannon/029_0008.jpg
21317,187.skyscraper,256_ObjectCategories/187.skyscraper/187_0022.jpg
11367,104.homer-simpson,256_ObjectCategories/104.homer-simpson/104_0056.jpg
5635,050.covered-wagon,256_ObjectCategories/050.covered-wagon/050_0025.jpg
17931,153.palm-pilot,256_ObjectCategories/153.palm-pilot/153_0081.jpg
23563,208.swiss-army-knife,256_ObjectCategories/208.swiss-army-knife/208_0092.jpg
24665,219.theodolite,256_ObjectCategories/219.theodolite/219_0033.jpg
13071,119.jesus-christ,256_ObjectCategories/119.jesus-christ/119_0063.jpg
10476,096.hammock,256_ObjectCategories/096.hammock/096_0149.jpg
3294,027.calculator,256_ObjectCategories/027.calculator/027_0066.jpg
25322,226.traffic-light,256_ObjectCategories/226.traffic-light/226_0038.jpg
13569,124.killer-whale,256_ObjectCategories/124.killer-whale/124_0048.jpg
505,005.baseball-glove,256_ObjectCategories/005.baseball-glove/005_0033.jpg
30570,257.clutter,256_ObjectCategories/257.clutter/257_0791.jpg
14320,129.leopards-101,256_ObjectCategories/129.leopards-101/129_0132.jpg
19747,170.rainbow,256_ObjectCategories/170.rainbow/170_0084.jpg
24065,213.teddy-bear,256_ObjectCategories/213.teddy-bear/213_0041.jpg
2205,017.bowling-ball,256_ObjectCategories/017.bowling-ball/017_0070.jpg
2993,024.butterfly,256_ObjectCategories/024.butterfly/024_0097.jpg
9866,092.grapes,256_ObjectCategories/092.grapes/092_0042.jpg
3940,034.centipede,256_ObjectCategories/034.centipede/034_0002.jpg
25806,230.trilobite-101,256_ObjectCategories/230.trilobite-101/230_0086.jpg
11576,105.horse,256_ObjectCategories/105.horse/105_0168.jpg
13900,126.ladder,256_ObjectCategories/126.ladder/126_0187.jpg
21295,186.skunk,256_ObjectCategories/186.skunk/186_0081.jpg
19304,166.praying-mantis,256_ObjectCategories/166.praying-mantis/166_0051.jpg
118,002.american-flag,256_ObjectCategories/002.american-flag/002_0021.jpg
9273,087.goldfish,256_ObjectCategories/087.goldfish/087_0057.jpg
11258,103.hibiscus,256_ObjectCategories/103.hibiscus/103_0058.jpg
2842,023.bulldozer,256_ObjectCategories/023.bulldozer/023_0056.jpg
13162,120.joy-stick,256_ObjectCategories/120.joy-stick/120_0067.jpg
6674,060.duck,256_ObjectCategories/060.duck/060_0086.jpg
17933,153.palm-pilot,256_ObjectCategories/153.palm-pilot/153_0083.jpg
8681,081.frying-pan,256_ObjectCategories/081.frying-pan/081_0012.jpg
9146,086.golden-gate-bridge,256_ObjectCategories/086.golden-gate-bridge/086_0010.jpg
20095,174.rotary-phone,256_ObjectCategories/174.rotary-phone/174_0041.jpg
14363,129.leopards-101,256_ObjectCategories/129.leopards-101/129_0175.jpg
22996,202.steering-wheel,256_ObjectCategories/202.steering-wheel/202_0093.jpg
13963,127.laptop-101,256_ObjectCategories/127.laptop-101/127_0008.jpg
15976,143.minaret,256_ObjectCategories/143.minaret/143_0037.jpg
944,008.bathtub,256_ObjectCategories/008.bathtub/008_0128.jpg
5725,051.cowboy-hat,256_ObjectCategories/051.cowboy-hat/051_0018.jpg
1934,015.bonsai-101,256_ObjectCategories/015.bonsai-101/015_0012.jpg
2884,023.bulldozer,256_ObjectCategories/023.bulldozer/023_0098.jpg
18562,159.people,256_ObjectCategories/159.people/159_0074.jpg
2223,017.bowling-ball,256_ObjectCategories/017.bowling-ball/017_0088.jpg
167,002.american-flag,256_ObjectCategories/002.american-flag/002_0070.jpg
17430,149.necktie,256_ObjectCategories/149.necktie/149_0023.jpg
26305,233.tuning-fork,256_ObjectCategories/233.tuning-fork/233_0021.jpg
10974,100.hawksbill-101,256_ObjectCategories/100.hawksbill-101/100_0093.jpg
17883,153.palm-pilot,256_ObjectCategories/153.palm-pilot/153_0033.jpg
28039,250.zebra,256_ObjectCategories/250.zebra/250_0013.jpg
13093,119.jesus-christ,256_ObjectCategories/119.jesus-christ/119_0085.jpg
4492,039.chopsticks,256_ObjectCategories/039.chopsticks/039_0031.jpg
23211,205.superman,256_ObjectCategories/205.superman/205_0040.jpg
6930,063.electric-guitar-101,256_ObjectCategories/063.electric-guitar-101/063_0070.jpg
20718,181.segway,256_ObjectCategories/181.segway/181_0011.jpg
14153,128.lathe,256_ObjectCategories/128.lathe/128_0070.jpg
12874,117.ipod,256_ObjectCategories/117.ipod/117_0095.jpg
13477,123.ketch-101,256_ObjectCategories/123.ketch-101/123_0067.jpg
9803,091.grand-piano-101,256_ObjectCategories/091.grand-piano-101/091_0074.jpg
8114,075.floppy-disk,256_ObjectCategories/075.floppy-disk/075_0009.jpg
11423,105.horse,256_ObjectCategories/105.horse/105_0015.jpg
4440,038.chimp,256_ObjectCategories/038.chimp/038_0089.jpg
4676,041.coffee-mug,256_ObjectCategories/041.coffee-mug/041_0006.jpg
10816,099.harpsichord,256_ObjectCategories/099.harpsichord/099_0015.jpg
5446,048.conch,256_ObjectCategories/048.conch/048_0045.jpg
4976,044.comet,256_ObjectCategories/044.comet/044_0008.jpg
28118,250.zebra,256_ObjectCategories/250.zebra/250_0092.jpg
18659,159.people,256_ObjectCategories/159.people/159_0171.jpg
26815,238.video-projector,256_ObjectCategories/238.video-projector/238_0008.jpg
13919,126.ladder,256_ObjectCategories/126.ladder/126_0206.jpg
25658,229.tricycle,256_ObjectCategories/229.tricycle/229_0033.jpg
23313,206.sushi,256_ObjectCategories/206.sushi/206_0055.jpg
10523,096.hammock,256_ObjectCategories/096.hammock/096_0196.jpg
16139,144.minotaur,256_ObjectCategories/144.minotaur/144_0070.jpg
27426,243.welding-mask,256_ObjectCategories/243.welding-mask/243_0049.jpg
4595,040.cockroach,256_ObjectCategories/040.cockroach/040_0049.jpg
15584,139.megaphone,256_ObjectCategories/139.megaphone/139_0044.jpg
14430,130.license-plate,256_ObjectCategories/130.license-plate/130_0052.jpg
10731,098.harp,256_ObjectCategories/098.harp/098_0030.jpg
985,008.bathtub,256_ObjectCategories/008.bathtub/008_0169.jpg
23421,207.swan,256_ObjectCategories/207.swan/207_0065.jpg
16522,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0371.jpg
22158,194.socks,256_ObjectCategories/194.socks/194_0052.jpg
7723,071.fire-hydrant,256_ObjectCategories/071.fire-hydrant/071_0050.jpg
14554,131.lightbulb,256_ObjectCategories/131.lightbulb/131_0085.jpg
6702,061.dumb-bell,256_ObjectCategories/061.dumb-bell/061_0027.jpg
1243,010.beer-mug,256_ObjectCategories/010.beer-mug/010_0093.jpg
30457,257.clutter,256_ObjectCategories/257.clutter/257_0678.jpg
13920,126.ladder,256_ObjectCategories/126.ladder/126_0207.jpg
2395,019.boxing-glove,256_ObjectCategories/019.boxing-glove/019_0055.jpg
8951,084.giraffe,256_ObjectCategories/084.giraffe/084_0011.jpg
26561,235.umbrella-101,256_ObjectCategories/235.umbrella-101/235_0055.jpg
4990,044.comet,256_ObjectCategories/044.comet/044_0022.jpg
15819,141.microscope,256_ObjectCategories/141.microscope/141_0104.jpg
23564,208.swiss-army-knife,256_ObjectCategories/208.swiss-army-knife/208_0093.jpg
30404,257.clutter,256_ObjectCategories/257.clutter/257_0625.jpg
12315,112.human-skeleton,256_ObjectCategories/112.human-skeleton/112_0051.jpg
29584,255.tennis-shoes,256_ObjectCategories/255.tennis-shoes/255_0016.jpg
9869,092.grapes,256_ObjectCategories/092.grapes/092_0045.jpg
812,007.bat,256_ObjectCategories/007.bat/007_0102.jpg
2346,019.boxing-glove,256_ObjectCategories/019.boxing-glove/019_0006.jpg
24974,222.tombstone,256_ObjectCategories/222.tombstone/222_0061.jpg
5747,051.cowboy-hat,256_ObjectCategories/051.cowboy-hat/051_0040.jpg
26048,232.t-shirt,256_ObjectCategories/232.t-shirt/232_0122.jpg
15510,138.mattress,256_ObjectCategories/138.mattress/138_0162.jpg
27286,242.watermelon,256_ObjectCategories/242.watermelon/242_0002.jpg
13208,120.joy-stick,256_ObjectCategories/120.joy-stick/120_0113.jpg
17761,152.owl,256_ObjectCategories/152.owl/152_0031.jpg
29928,257.clutter,256_ObjectCategories/257.clutter/257_0149.jpg
4372,038.chimp,256_ObjectCategories/038.chimp/038_0021.jpg
16282,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0131.jpg
104,002.american-flag,256_ObjectCategories/002.american-flag/002_0007.jpg
12231,111.house-fly,256_ObjectCategories/111.house-fly/111_0051.jpg
2486,020.brain-101,256_ObjectCategories/020.brain-101/020_0022.jpg
22015,193.soccer-ball,256_ObjectCategories/193.soccer-ball/193_0083.jpg
10162,094.guitar-pick,256_ObjectCategories/094.guitar-pick/094_0025.jpg
27060,240.watch-101,256_ObjectCategories/240.watch-101/240_0072.jpg
9113,085.goat,256_ObjectCategories/085.goat/085_0089.jpg
4470,039.chopsticks,256_ObjectCategories/039.chopsticks/039_0009.jpg
12617,115.ice-cream-cone,256_ObjectCategories/115.ice-cream-cone/115_0033.jpg
6799,062.eiffel-tower,256_ObjectCategories/062.eiffel-tower/062_0022.jpg
14695,132.light-house,256_ObjectCategories/132.light-house/132_0134.jpg
29279,253.faces-easy-101,256_ObjectCategories/253.faces-easy-101/253_0241.jpg
27880,248.yarmulke,256_ObjectCategories/248.yarmulke/248_0038.jpg
16513,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0362.jpg
11943,109.hot-tub,256_ObjectCategories/109.hot-tub/109_0004.jpg
17310,148.mussels,256_ObjectCategories/148.mussels/148_0077.jpg
17800,152.owl,256_ObjectCategories/152.owl/152_0070.jpg
8071,074.flashlight,256_ObjectCategories/074.flashlight/074_0081.jpg
4316,037.chess-board,256_ObjectCategories/037.chess-board/037_0085.jpg
6488,058.doorknob,256_ObjectCategories/058.doorknob/058_0076.jpg
25170,224.touring-bike,256_ObjectCategories/224.touring-bike/224_0086.jpg
5568,049.cormorant,256_ObjectCategories/049.cormorant/049_0064.jpg
6028,054.diamond-ring,256_ObjectCategories/054.diamond-ring/054_0040.jpg
19958,173.rifle,256_ObjectCategories/173.rifle/173_0010.jpg
21906,192.snowmobile,256_ObjectCategories/192.snowmobile/192_0086.jpg
14257,129.leopards-101,256_ObjectCategories/129.leopards-101/129_0069.jpg
4995,044.comet,256_ObjectCategories/044.comet/044_0027.jpg
5230,046.computer-monitor,256_ObjectCategories/046.computer-monitor/046_0056.jpg
15073,135.mailbox,256_ObjectCategories/135.mailbox/135_0067.jpg
6363,057.dolphin-101,256_ObjectCategories/057.dolphin-101/057_0057.jpg
2624,021.breadmaker,256_ObjectCategories/021.breadmaker/021_0077.jpg
7034,064.elephant-101,256_ObjectCategories/064.elephant-101/064_0052.jpg
19390,167.pyramid,256_ObjectCategories/167.pyramid/167_0045.jpg
14267,129.leopards-101,256_ObjectCategories/129.leopards-101/129_0079.jpg
16547,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0396.jpg
19962,173.rifle,256_ObjectCategories/173.rifle/173_0014.jpg
29849,257.clutter,256_ObjectCategories/257.clutter/257_0070.jpg
5283,046.computer-monitor,256_ObjectCategories/046.computer-monitor/046_0109.jpg
5538,049.cormorant,256_ObjectCategories/049.cormorant/049_0034.jpg
30262,257.clutter,256_ObjectCategories/257.clutter/257_0483.jpg
17683,151.ostrich,256_ObjectCategories/151.ostrich/151_0062.jpg
29997,257.clutter,256_ObjectCategories/257.clutter/257_0218.jpg
10580,096.hammock,256_ObjectCategories/096.hammock/096_0253.jpg
3932,033.cd,256_ObjectCategories/033.cd/033_0096.jpg
2625,021.breadmaker,256_ObjectCategories/021.breadmaker/021_0078.jpg
23606,209.sword,256_ObjectCategories/209.sword/209_0026.jpg
18061,155.paperclip,256_ObjectCategories/155.paperclip/155_0015.jpg
9175,086.golden-gate-bridge,256_ObjectCategories/086.golden-gate-bridge/086_0039.jpg
20094,174.rotary-phone,256_ObjectCategories/174.rotary-phone/174_0040.jpg
9249,087.goldfish,256_ObjectCategories/087.goldfish/087_0033.jpg
18442,158.penguin,256_ObjectCategories/158.penguin/158_0103.jpg
28407,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0285.jpg
20759,181.segway,256_ObjectCategories/181.segway/181_0052.jpg
28427,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0305.jpg
782,007.bat,256_ObjectCategories/007.bat/007_0072.jpg
6525,059.drinking-straw,256_ObjectCategories/059.drinking-straw/059_0020.jpg
13491,123.ketch-101,256_ObjectCategories/123.ketch-101/123_0081.jpg
17294,148.mussels,256_ObjectCategories/148.mussels/148_0061.jpg
27226,241.waterfall,256_ObjectCategories/241.waterfall/241_0037.jpg
30222,257.clutter,256_ObjectCategories/257.clutter/257_0443.jpg
28723,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0601.jpg
18704,160.pez-dispenser,256_ObjectCategories/160.pez-dispenser/160_0007.jpg
27680,246.wine-bottle,256_ObjectCategories/246.wine-bottle/246_0031.jpg
29231,253.faces-easy-101,256_ObjectCategories/253.faces-easy-101/253_0193.jpg
28942,252.car-side-101,256_ObjectCategories/252.car-side-101/252_0020.jpg
20428,178.school-bus,256_ObjectCategories/178.school-bus/178_0001.jpg
6068,054.diamond-ring,256_ObjectCategories/054.diamond-ring/054_0080.jpg
24220,214.teepee,256_ObjectCategories/214.teepee/214_0095.jpg
25671,229.tricycle,256_ObjectCategories/229.tricycle/229_0046.jpg
25942,232.t-shirt,256_ObjectCategories/232.t-shirt/232_0016.jpg
16393,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0242.jpg
26848,238.video-projector,256_ObjectCategories/238.video-projector/238_0041.jpg
2934,024.butterfly,256_ObjectCategories/024.butterfly/024_0038.jpg
7961,073.fireworks,256_ObjectCategories/073.fireworks/073_0071.jpg
17706,151.ostrich,256_ObjectCategories/151.ostrich/151_0085.jpg
1884,014.blimp,256_ObjectCategories/014.blimp/014_0048.jpg
13316,122.kayak,256_ObjectCategories/122.kayak/122_0009.jpg
14199,129.leopards-101,256_ObjectCategories/129.leopards-101/129_0011.jpg
13989,127.laptop-101,256_ObjectCategories/127.laptop-101/127_0034.jpg
11433,105.horse,256_ObjectCategories/105.horse/105_0025.jpg
29099,253.faces-easy-101,256_ObjectCategories/253.faces-easy-101/253_0061.jpg
24570,218.tennis-racket,256_ObjectCategories/218.tennis-racket/218_0019.jpg
19476,168.raccoon,256_ObjectCategories/168.raccoon/168_0045.jpg
11304,103.hibiscus,256_ObjectCategories/103.hibiscus/103_0104.jpg
12961,118.iris,256_ObjectCategories/118.iris/118_0061.jpg
25127,224.touring-bike,256_ObjectCategories/224.touring-bike/224_0043.jpg
9469,089.goose,256_ObjectCategories/089.goose/089_0062.jpg
20801,181.segway,256_ObjectCategories/181.segway/181_0094.jpg
1086,009.bear,256_ObjectCategories/009.bear/009_0038.jpg
25743,230.trilobite-101,256_ObjectCategories/230.trilobite-101/230_0023.jpg
19858,172.revolver-101,256_ObjectCategories/172.revolver-101/172_0009.jpg
24679,219.theodolite,256_ObjectCategories/219.theodolite/219_0047.jpg
8512,079.frisbee,256_ObjectCategories/079.frisbee/079_0058.jpg
11345,104.homer-simpson,256_ObjectCategories/104.homer-simpson/104_0034.jpg
16616,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0465.jpg
23955,212.teapot,256_ObjectCategories/212.teapot/212_0067.jpg
3576,030.canoe,256_ObjectCategories/030.canoe/030_0035.jpg
28120,250.zebra,256_ObjectCategories/250.zebra/250_0094.jpg
10558,096.hammock,256_ObjectCategories/096.hammock/096_0231.jpg
891,008.bathtub,256_ObjectCategories/008.bathtub/008_0075.jpg
25752,230.trilobite-101,256_ObjectCategories/230.trilobite-101/230_0032.jpg
16312,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0161.jpg
16029,143.minaret,256_ObjectCategories/143.minaret/143_0090.jpg
2027,015.bonsai-101,256_ObjectCategories/015.bonsai-101/015_0105.jpg
1742,013.birdbath,256_ObjectCategories/013.birdbath/013_0004.jpg
8566,080.frog,256_ObjectCategories/080.frog/080_0013.jpg
29489,254.greyhound,256_ObjectCategories/254.greyhound/254_0016.jpg
14353,129.leopards-101,256_ObjectCategories/129.leopards-101/129_0165.jpg
24674,219.theodolite,256_ObjectCategories/219.theodolite/219_0042.jpg
15252,137.mars,256_ObjectCategories/137.mars/137_0060.jpg
12210,111.house-fly,256_ObjectCategories/111.house-fly/111_0030.jpg
19202,165.pram,256_ObjectCategories/165.pram/165_0037.jpg
10220,094.guitar-pick,256_ObjectCategories/094.guitar-pick/094_0083.jpg
3108,025.cactus,256_ObjectCategories/025.cactus/025_0100.jpg
23485,208.swiss-army-knife,256_ObjectCategories/208.swiss-army-knife/208_0014.jpg
4645,040.cockroach,256_ObjectCategories/040.cockroach/040_0099.jpg
10121,093.grasshopper,256_ObjectCategories/093.grasshopper/093_0096.jpg
4029,034.centipede,256_ObjectCategories/034.centipede/034_0091.jpg
2891,023.bulldozer,256_ObjectCategories/023.bulldozer/023_0105.jpg
23838,211.tambourine,256_ObjectCategories/211.tambourine/211_0045.jpg
24357,216.tennis-ball,256_ObjectCategories/216.tennis-ball/216_0009.jpg
15676,140.menorah-101,256_ObjectCategories/140.menorah-101/140_0050.jpg
22910,202.steering-wheel,256_ObjectCategories/202.steering-wheel/202_0007.jpg
4686,041.coffee-mug,256_ObjectCategories/041.coffee-mug/041_0016.jpg
18758,160.pez-dispenser,256_ObjectCategories/160.pez-dispenser/160_0061.jpg
15150,136.mandolin,256_ObjectCategories/136.mandolin/136_0051.jpg
3509,029.cannon,256_ObjectCategories/029.cannon/029_0071.jpg
25776,230.trilobite-101,256_ObjectCategories/230.trilobite-101/230_0056.jpg
17533,150.octopus,256_ObjectCategories/150.octopus/150_0023.jpg
19436,168.raccoon,256_ObjectCategories/168.raccoon/168_0005.jpg
361,004.baseball-bat,256_ObjectCategories/004.baseball-bat/004_0016.jpg
9709,090.gorilla,256_ObjectCategories/090.gorilla/090_0192.jpg
5281,046.computer-monitor,256_ObjectCategories/046.computer-monitor/046_0107.jpg
28798,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0676.jpg
13968,127.laptop-101,256_ObjectCategories/127.laptop-101/127_0013.jpg
16772,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0621.jpg
6679,061.dumb-bell,256_ObjectCategories/061.dumb-bell/061_0004.jpg
11977,109.hot-tub,256_ObjectCategories/109.hot-tub/109_0038.jpg
16398,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0247.jpg
22823,201.starfish-101,256_ObjectCategories/201.starfish-101/201_0001.jpg
13499,123.ketch-101,256_ObjectCategories/123.ketch-101/123_0089.jpg
8263,076.football-helmet,256_ObjectCategories/076.football-helmet/076_0075.jpg
9693,090.gorilla,256_ObjectCategories/090.gorilla/090_0176.jpg
11105,101.head-phones,256_ObjectCategories/101.head-phones/101_0131.jpg
27895,248.yarmulke,256_ObjectCategories/248.yarmulke/248_0053.jpg
19680,170.rainbow,256_ObjectCategories/170.rainbow/170_0017.jpg
7319,067.eyeglasses,256_ObjectCategories/067.eyeglasses/067_0022.jpg
13414,123.ketch-101,256_ObjectCategories/123.ketch-101/123_0004.jpg
10202,094.guitar-pick,256_ObjectCategories/094.guitar-pick/094_0065.jpg
29583,255.tennis-shoes,256_ObjectCategories/255.tennis-shoes/255_0015.jpg
25861,231.tripod,256_ObjectCategories/231.tripod/231_0047.jpg
4214,036.chandelier-101,256_ObjectCategories/036.chandelier-101/036_0089.jpg
5029,044.comet,256_ObjectCategories/044.comet/044_0061.jpg
19789,171.refrigerator,256_ObjectCategories/171.refrigerator/171_0024.jpg
23916,212.teapot,256_ObjectCategories/212.teapot/212_0028.jpg
30217,257.clutter,256_ObjectCategories/257.clutter/257_0438.jpg
131,002.american-flag,256_ObjectCategories/002.american-flag/002_0034.jpg
14984,134.llama-101,256_ObjectCategories/134.llama-101/134_0097.jpg
2613,021.breadmaker,256_ObjectCategories/021.breadmaker/021_0066.jpg
30118,257.clutter,256_ObjectCategories/257.clutter/257_0339.jpg
8901,083.gas-pump,256_ObjectCategories/083.gas-pump/083_0056.jpg
7793,072.fire-truck,256_ObjectCategories/072.fire-truck/072_0021.jpg
12659,115.ice-cream-cone,256_ObjectCategories/115.ice-cream-cone/115_0075.jpg
10741,098.harp,256_ObjectCategories/098.harp/098_0040.jpg
20534,179.scorpion-101,256_ObjectCategories/179.scorpion-101/179_0009.jpg
25849,231.tripod,256_ObjectCategories/231.tripod/231_0035.jpg
12622,115.ice-cream-cone,256_ObjectCategories/115.ice-cream-cone/115_0038.jpg
22637,199.spoon,256_ObjectCategories/199.spoon/199_0020.jpg
28741,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0619.jpg
4039,035.cereal-box,256_ObjectCategories/035.cereal-box/035_0001.jpg
7359,067.eyeglasses,256_ObjectCategories/067.eyeglasses/067_0062.jpg
14939,134.llama-101,256_ObjectCategories/134.llama-101/134_0052.jpg
24037,213.teddy-bear,256_ObjectCategories/213.teddy-bear/213_0013.jpg
